zirconia	I_GEMSTONE
jewelleri	O
with	O
ani	O
of	O
your	O
outfit	O
for	O
that	O
tradit	O
look	O
in	O
your	O
person	O
.	O
here	O
we	O
have	O
someth	O
differ	O
for	O
you	O
!	O
!	O
thi	O
is	O
a	O
dangl	B_TYPE
ear	I_TYPE
made	O
in	O
yellow	B_PLATING
gold	I_PLATING
plate	O
silver	B_BASE_MATERIAL
metal	O
and	O
a	O
uniqu	O
,	O
import	O
special	O
from	O
america	O
frosti	O
stone	O
with	O
golden	O
star	O
carv	O
on	O
it	O
in	O
a	O
round	O
shape	O
.	O
wear	O
to	O
get	O
the	O
princess	O
look	O
of	O
thi	O
era	O
.	O
eleg	O
and	O
beauti	B_MODEL_NAME
,	O
these	O
dy	O
lapi	B_GEMSTONE
lazuli	I_GEMSTONE
ear	O
make	O
A	O
uniqu	O
fashion	O
statement	O
.	O
the	O
lever	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
clasp	O
creat	O
A	O
comfort	O
and	O
secur	O
fit	O
.	O
perfect	O
ear	O
design	B_COLLECTION
for	O
all	O
your	O
favorit	O
attir	O
.	O
thi	O
ear	O
set	O
could	O
Be	O
worn	O
for	O
occas	O
such	O
As	O
wed	O
,	O
recept	O
and	O
get	O
togeth	O
As	O
well	O
As	O
On	O
daili	O
basi	O
.	O
product	O
color	O
may	O
slightli	O
vari	O
due	O
To	O
photograph	O
light	O
sourc	O
Or	O
your	O
monitor	O
set	O
.	O
simpli	O
beauti	O
these	O
gold	B_COLOR
tone	O
jhumki	B_TYPE
ear	I_TYPE
from	O
anuradha	B_BRAND
art	I_BRAND
jewelleri	O
will	O
strike	O
you	O
at	O
veri	O
first	O
look	O
.	O
the	O
intric	O
carv	O
work	O
done	O
on	O
metal	B_BASE_MATERIAL
surfac	O
is	O
truli	O
veri	O
appeal	O
.	O
thi	O
pair	O
of	O
metal	B_BASE_MATERIAL
craft	O
ear	O
will	O
look	O
good	O
with	O
all	O
type	O
ethnic	O
attir	O
.	O
stud	O
with	O
blue	O
stone	O
,	O
Cz	O
and	O
kundan	O
,	O
these	O
pretti	O
gold	B_COLOR
plate	O
jhumki	O
accentu	O
your	O
blue	O
tradit	O
outfit	O
with	O
unmatch	O
eleg	O
,	O
pick	O
them	O
today	O
!	O
A	O
eleg	O
ear	O
hang	O
on	O
half	O
moon	O
give	O
it	O
a	O
love	O
shine	O
thi	O
VK	B_BRAND
jewel	I_BRAND
three	O
leaf	O
jhumki	O
that	O
are	O
just	O
what	O
you	O
need	O
to	O
glam	O
up	O
your	O
tradit	O
look	O
.	O
It	O
give	O
a	O
rich	O
appeal	O
.	O
thi	O
jhumki	O
craft	O
from	O
alloy	B_BASE_MATERIAL
.	O
these	O
jhumki	O
are	O
gold	B_COLOR
and	O
rhodium	O
plate	O
finish	O
which	O
are	O
light	O
weight	O
and	O
safe	O
for	O
your	O
sensit	O
skin	O
.	O
gross	O
Wt	O
6	O
.	O
000g	O
net	O
Wt	O
5	O
.	O
692g	O
diamond	O
Wt	O
1	O
.	O
540	O
ct	O
amaz	O
ear	O
with	O
laxmi	O
motif	O
on	O
a	O
popular	O
crescent	O
shape	O
design	O
with	O
handsom	O
adorn	O
with	O
paisley	O
bead	O
and	O
pearl	O
.	O
for	O
that	O
simpl	O
an	O
sophist	O
style	O
stay	O
differ	O
from	O
the	O
crowd	O
by	O
adorn	O
beauti	O
ear	O
from	O
dev	O
jewelleri	O
that	O
is	O
tradit	O
yet	O
inimit	O
.	O
look	O
absolut	O
divin	O
with	O
thi	O
pair	O
of	O
ear	O
craft	O
on	O
metal	O
alloy	O
with	O
stun	O
tripl	O
line	O
CZ	O
stone	O
,	O
hoop	O
design	O
plate	O
with	O
silver	B_COLOR
tone	O
.	O
A	O
dark	O
red	O
enamel	O
pair	B_SALES_PACKAGE
of	I_SALES_PACKAGE
ear	I_SALES_PACKAGE
with	O
intric	O
gold	B_COLOR
color	O
design	O
adorn	O
with	O
a	O
pear	O
shape	O
drop	O
which	O
add	O
more	O
of	O
definit	O
and	O
appeal	O
to	O
the	O
jewelleri	O
.	O
flaunt	O
these	O
ear	O
at	O
a	O
wed	O
function	O
or	O
festiv	O
function	O
!	O
updat	O
yourself	O
with	O
thi	O
exquisit	O
love	O
heart	O
ear	O
pair	O
.	O
featur	O
smooth	O
curv	O
heart	O
design	B_COLLECTION
brilliantli	O
embellish	O
with	O
purpl	O
and	O
pink	O
enamel	O
work	O
.	O
It	O
is	O
a	O
perfect	O
gift	O
option	O
too	O
.	O
want	O
to	O
look	O
tradit	O
and	O
yet	O
fashion	O
,	O
thi	O
eleg	O
pair	O
of	O
dangler	B_TYPE
ear	I_TYPE
is	O
beauti	O
craft	O
from	O
3	O
silver	O
alloy	B_BASE_MATERIAL
in	O
an	O
attract	O
manner	O
and	O
stud	O
with	O
multi	O
color	O
stone	O
.	O
the	B_SALES_PACKAGE
ear	I_SALES_PACKAGE
in	O
gold	B_COLOR
tone	O
is	O
a	O
perfect	O
statement	O
jewelleri	O
to	O
com	O
swaraj	B_BRAND
bring	O
A	O
contemporari	O
jhumki	B_TYPE
ear	I_TYPE
with	O
red	O
bead	O
stud	O
On	O
It	O
18k	O
drop	O
shape	O
gold	B_BASE_MATERIAL
ear	O
is	O
set	O
with	O
a	O
pink	O
tourmalin	B_GEMSTONE
and	O
three	O
diamond	O
look	O
like	O
a	O
petal	O
of	O
ani	O
flower	O
.	O
these	O
beauti	O
gold	O
ear	O
hold	O
50	O
diamond	B_GEMSTONE
with	O
a	O
total	O
diamond	B_GEMSTONE
weight	O
of	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
33	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
.	O
product	O
height	O
26	O
.	O
6	O
mm	O
product	O
width	O
6	O
mm	O
diamond	B_GEMSTONE
qualiti	O
VS	B_DIAMOND_CLARITY
GH	B_DIAMOND_COLOR_GRADE
thi	O
sukkhi	B_BRAND
gleam	B_MODEL_NAME
gold	B_COLOR
plate	O
AD	O
earcuff	O
for	O
women	O
is	O
made	O
of	O
alloy	B_BASE_MATERIAL
.	O
women	O
love	O
jewelleri	O
;	O
special	O
tradit	O
jewelleri	O
ador	O
a	O
women	O
.	O
they	O
wear	O
it	O
on	O
differ	O
occas	O
.	O
they	O
have	O
special	O
import	O
on	O
ring	O
ceremoni	O
,	O
wed	O
and	O
festiv	O
time	O
.	O
they	O
can	O
also	O
wear	O
it	O
on	O
regular	O
basic	O
.	O
make	O
your	O
moment	O
memor	O
with	O
thi	O
rang	O
.	O
thi	O
jewel	O
set	O
featur	O
a	O
uniqu	O
one	O
of	O
a	O
kind	O
tradit	O
embellish	O
with	O
antic	O
finish	O
.	O
aamanat	B_BRAND
uniqu	B_MODEL_NAME
ear	O
for	O
women	B_IDEAL_FOR
in	O
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
swarovski	B_GEMSTONE
crystal	I_GEMSTONE
ase179	B_MODEL_NUMBER
silver	B_COLOR
925	O
silver	B_COLOR
Wt	O
.	O
3	O
.	O
000gm	O
diamond	O
pc	O
6	O
all	O
aamanat	B_BRAND
product	O
give	O
the	O
best	O
qualiti	O
100	O
genuin	O
.	O
all	O
aamanat	B_BRAND
product	O
come	O
with	O
certif	B_CERTIFICATION
.	I_CERTIFICATION
beatifi	O
your	O
look	O
daili	O
with	O
a	O
new	O
ear	O
pair	O
as	O
takspin	B_BRAND
brought	O
thi	O
36	B_NUMBER_OF_PAIRS
pair	O
combo	O
of	O
fashion	O
ear	O
for	O
you	O
.	O
there	O
are	O
too	O
mani	O
color	O
18	O
kind	O
of	O
design	O
are	O
avail	O
in	O
thi	O
combo	O
.	O
takspin	B_BRAND
fashion	O
ear	O
combo	O
will	O
be	O
a	O
perfect	O
gift	O
for	O
your	O
love	O
one	O
yourself	O
.	O
these	O
beauti	O
pearl	O
bead	O
and	O
CZ	O
embellish	O
ear	O
is	O
for	O
you	O
to	O
enhanc	O
the	O
appear	O
.	O
It	O
s	O
beauti	O
craft	O
yellow	O
gold	B_COLOR
tone	O
exterior	O
conclud	O
your	O
majest	O
look	O
.	O
flaunt	O
your	O
style	O
and	O
fashion	O
in	O
an	O
unexpect	O
classi	O
way	O
.	O
thi	O
ear	O
pack	O
the	O
right	O
punch	O
Of	O
style	O
and	O
glamour	O
for	O
you	O
To	O
make	O
A	O
style	O
statement	O
.	O
styleit	O
with	O
everyth	O
from	O
dress	O
To	O
top	O
for	O
A	O
casual	O
chic	O
appeal	O
.	O
your	O
accessori	O
collect	O
is	O
incomplet	O
without	O
these	O
stylish	O
handmad	O
jhumki	O
from	O
jewelina	B_BRAND
gem	I_BRAND
.	O
design	O
to	O
perfect	O
,	O
these	O
fish	O
hook	O
ear	O
featur	O
antiqu	O
finish	O
.	O
made	O
from	O
brass	B_BASE_MATERIAL
,	O
these	O
jhumki	O
are	O
durabl	O
and	O
lightweight	O
too	O
.	O
these	O
ear	O
are	O
2	O
.	O
7	O
inch	O
in	O
length	O
.	O
pair	O
of	O
dangler	O
ear	O
of	O
gold	B_COLOR
tone	O
which	O
is	O
attract	O
decor	O
with	O
pink	O
color	O
stone	O
.	O
craft	O
from	O
alloy	O
with	O
3	O
silver	B_BASE_MATERIAL
.	O
wear	O
these	O
ear	O
with	O
ani	O
outfit	O
for	O
the	O
dazzl	O
look	O
in	O
your	O
person	O
.	O
enjoy	O
tradit	O
fashion	O
with	O
the	O
beauti	O
bright	O
pop	O
of	O
color	O
with	O
thi	B_SALES_PACKAGE
pair	I_SALES_PACKAGE
of	I_SALES_PACKAGE
ear	I_SALES_PACKAGE
that	O
shine	O
bright	O
and	O
get	O
shimmeri	O
glitter	O
when	O
you	O
adorn	O
it	O
with	O
the	O
beauti	O
of	O
your	O
favorit	O
outfit	O
.	O
glam	O
up	O
your	O
look	O
with	O
thi	O
uniqu	O
design	O
key	O
shape	O
pair	O
of	O
silver	B_COLOR
plate	O
ear	O
;	O
get	O
thi	O
modish	O
pair	O
today	O
!	O
american	O
diamond	O
Cz	O
gold	B_COLOR
plate	O
decent	O
ear	O
supershin	B_BRAND
jewelleri	I_BRAND
look	O
like	O
a	O
fashionista	O
by	O
adorn	O
these	O
stun	O
gold	B_BASE_MATERIAL
ear	O
which	O
are	O
simpli	O
eleg	O
to	O
look	O
at	O
!	O
set	O
in	O
22kt	O
yellow	O
gold	B_BASE_MATERIAL
,	O
these	O
uniqu	O
ear	O
are	O
embellish	O
with	O
beauti	O
bright	O
stone	O
.	O
rangbiranga	B_DESIGN
present	O
jute	O
jhumka	O
with	O
white	O
and	O
black	O
wooden	O
bead	O
who	O
say	O
circl	O
are	O
bore	O
?	O
these	O
circular	O
ear	O
,	O
that	O
creat	O
A	O
halo	O
like	O
aura	O
around	O
A	O
scintil	O
swarovski	O
zirconia	O
solitair	O
solitair	O
,	O
are	O
all	O
you	O
need	O
To	O
complet	O
you	O
entir	O
look	O
.	O
team	O
It	O
Up	O
with	O
A	O
great	O
formal	O
dress	O
and	O
stun	O
peopl	O
with	O
your	O
eleg	O
attitud	O
.	O
big	O
and	O
beauti	O
chandbali	O
style	O
ear	O
In	O
dull	O
gold	O
and	O
pearl	O
.	O
Br	O
product	O
code	O
po914	O
Br	O
ear	O
length	O
6	O
.	O
5	O
?	O
?	O
?	O
?	O
cm	O
(	O
approx	O
)	O
Br	O
ear	O
width	O
6	O
cm	O
(	O
approx	O
)	O
Br	O
color	O
gold	O
white	O
Br	O
care	O
avoid	O
water	O
and	O
perfum	O
.	O
spot	O
clean	O
onli	O
thi	O
dangler	B_TYPE
ear	I_TYPE
is	O
part	O
of	O
maayra'	B_BRAND
just	O
like	O
diamond	O
collect	O
.	O
maayra'	B_BRAND
gorgeou	O
collect	O
of	O
glitzi	O
and	O
sparkl	O
,	O
pristin	O
and	O
contemporari	O
american	O
diamond	O
and	O
CZ	O
jewelleri	O
is	O
full	O
of	O
pois	O
and	O
eleg	O
.	O
design	B_COLLECTION
in	O
intric	O
statement	O
work	O
,	O
thi	O
gold	B_COLOR
colour	O
jewelleri	O
design	B_COLLECTION
is	O
made	O
of	O
lead	O
nickel	O
free	O
,	O
best	O
qualiti	O
alloy	B_BASE_MATERIAL
.	O
thi	O
design	B_COLLECTION
will	O
best	O
meet	O
your	O
colleg	O
parti	O
jewelleri	O
need	O
.	O
In	O
term	O
of	O
their	O
back	O
type	O
or	O
lock	O
type	O
,	O
these	O
dangler	B_TYPE
ear	I_TYPE
have	O
a	O
push	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
type	O
.	O
buy	O
onlin	O
bead	O
black	B_COLOR
drop	O
ear	O
for	O
women	B_IDEAL_FOR
in	O
glossi	B_FINISH
finish	O
for	O
festiv	O
wear	O
.	O
add	O
charm	O
to	O
your	O
attir	O
with	O
thi	O
black	B_COLOR
drop	O
ear	O
for	O
women	B_IDEAL_FOR
.	O
thi	O
drop	O
ear	O
for	O
women	B_IDEAL_FOR
measur	O
approx	O
.	O
5	O
centimet	O
in	O
length	O
.	O
filigre	O
petal	O
are	O
handcraft	O
beauti	O
in	O
thi	O
gold	O
plate	O
silver	B_BASE_MATERIAL
floral	O
ear	O
with	O
tourmalin	O
and	O
zircon	O
for	O
a	O
statement	O
look	O
diamond	B_GEMSTONE
ear	O
in	O
18k	O
yellow	O
gold	B_BASE_MATERIAL
with	O
20	O
pc	O
,	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
10	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
I	O
J	O
SI	B_DIAMOND_CLARITY
diamond	B_GEMSTONE
,	O
certifi	O
by	O
igi	B_CERTIFICATION
intern	O
gemolog	O
institut	O
.	O
also	O
,	O
avail	O
in	O
other	O
color	O
and	O
diamond	B_GEMSTONE
qualiti	O
,	O
pleas	O
contact	O
our	O
jewelleri	O
consult	O
for	O
detail	O
.	O
enhanc	O
your	O
exist	O
jewelleri	O
collect	O
with	O
thi	O
beauti	O
silver	B_BRAND
shoppe	I_BRAND
passion	B_MODEL_NAME
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
ear	O
.	O
It	O
is	O
guarante	O
to	O
pair	O
as	O
well	O
with	O
everyday	O
wear	O
as	O
it	O
will	O
for	O
a	O
special	O
occas	O
.	O
thi	O
afford	O
alloy	O
piec	O
will	O
make	O
a	O
perfect	O
gift	O
for	O
yourself	O
or	O
a	O
friend	O
who	O
love	O
to	O
be	O
call	O
glitterati	O
.	O
for	O
more	O
of	O
our	O
sparkl	O
collect	O
,	O
pleas	O
search	O
for	O
the	O
brand	O
silver	B_BRAND
shoppe	I_BRAND
in	O
jewelleri	O
section	O
and	O
be	O
dazzl	O
!	O
!	O
beauti	O
flower	O
design	B_COLLECTION
in	O
CZ	O
AD	O
(	O
american	O
diamond	O
)	O
stud	B_TYPE
ear	I_TYPE
.	O
love	O
combin	O
of	O
gold	O
color	O
base	O
shimmer	O
white	O
AD	O
stone	O
is	O
fabul	O
.	O
.	O
.	O
.	O
.	O
.	O
.	O
perfect	O
fit	O
for	O
parti	O
religi	O
function	O
regular	O
wear	O
work	O
wear	O
colleg	O
wear	O
out	O
annual	O
day	O
get	O
togeth	O
or	O
just	O
'flaunt'	O
it	O
!	O
!	O
!	O
stay	O
ahead	O
In	O
fashion	O
with	O
tanya	B_BRAND
fashion	I_BRAND
jewelri	I_BRAND
.	O
AT	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
we	O
believ	O
that	O
excel	O
is	O
not	O
a	O
destin	O
but	O
a	O
journey	O
and	O
we	O
alway	O
strive	O
to	O
exceed	O
our	O
custom	O
?	O
expect	O
and	O
provid	O
the	O
most	O
innov	O
product	O
.	O
At	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
we	O
are	O
dedic	O
to	O
a	O
high	O
standard	O
of	O
profession	O
and	O
compet	O
with	O
an	O
aim	O
to	O
provid	O
premium	O
qualiti	O
product	O
and	O
ensur	O
100	O
satisfact	O
to	O
our	O
custom	O
.	O
We	O
are	O
manufactur	O
of	O
high	O
end	O
jewelri	O
,	O
imit	O
and	B_BRAND
fashion	I_BRAND
jewelri	I_BRAND
and	O
have	O
more	O
than	O
2	O
decad	O
of	O
experi	O
in	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
our	O
product	O
go	O
through	O
strict	O
qualiti	O
test	O
via	O
our	O
expert	O
and	O
the	O
product	O
are	O
despatch	O
under	O
the	O
guidanc	O
and	O
advis	O
of	O
the	O
websit	O
e	O
commerc	O
portal	O
.	O
We	O
ensur	O
correct	O
procedur	O
for	O
pack	O
,	O
packag	O
and	O
despatch	O
of	O
good	O
to	O
our	O
custom	O
,	O
so	O
that	O
they	O
enjoy	O
shop	O
?	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
?	O
product	O
,	O
perhap	O
that	O
is	O
the	O
reason	O
whi	O
we	O
have	O
repeat	O
custom	O
and	O
our	O
custom	O
stick	O
with	O
us	O
and	O
advis	O
our	O
brand	O
to	O
their	O
famili	O
and	O
friend	O
.	O
If	O
you	O
like	O
our	O
brand	O
and	O
our	O
servic	O
,	O
pleas	O
suggest	O
?	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
?	O
to	O
your	O
friend	O
and	O
famili	O
and	O
leav	O
posit	O
feedback	O
to	O
help	O
other	O
on	O
flipkart	O
.	O
If	O
you	O
have	O
a	O
problem	O
,	O
pleas	O
feel	O
free	O
to	O
write	O
to	O
us	O
and	O
we	O
will	O
person	O
get	O
in	O
touch	O
with	O
you	O
and	O
help	O
you	O
with	O
your	O
concern	O
.	O
We	O
also	O
undertak	O
bulk	O
order	O
on	O
flipkart	O
for	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
oxidis	O
silver	B_PLATING
jhumki	O
for	O
your	O
casual	O
outing	O
.	O
the	O
light	O
green	O
hang	O
bead	O
make	O
these	O
jhumki	O
look	O
more	O
attract	O
.	O
don	O
?	O
?	O
?	O
t	O
miss	O
thi	O
beauti	O
design	O
.	O
design	O
in	O
kundan	O
work	O
,	O
thi	O
drop	B_TYPE
ear	I_TYPE
design	O
is	O
made	O
of	O
lead	O
nickel	O
free	O
,	O
best	O
qualiti	O
copper	B_BASE_MATERIAL
.	O
thi	O
red	O
,	O
green	O
colour	O
jewelri	O
design	O
will	O
best	O
meet	O
your	O
wed	O
festiv	O
requir	O
.	O
In	O
term	O
of	O
their	O
back	O
type	O
or	O
lock	O
type	O
,	O
these	O
drop	B_TYPE
ear	I_TYPE
have	O
a	O
push	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
type	O
.	O
CZ	O
diamond	O
fashion	O
ear	O
in	O
rubi	O
color	O
and	O
golden	O
polish	O
theme	O
CZ	O
diamond	O
polish	O
golden	O
color	O
rubi	O
the	O
eleg	O
antiqu	O
(	O
ethnic	O
)	O
jhumki	B_TYPE
ear	I_TYPE
typic	O
bollywood	O
look	O
and	O
design	B_COLLECTION
.	O
beauti	O
design	B_COLLECTION
in	O
gold	O
style	O
base	O
with	O
blend	O
of	O
pink	O
white	O
CZ	O
(	O
crystal	B_GEMSTONE
)	O
stone	O
.	O
A	O
love	O
drop	O
of	O
pink	O
stone	O
at	O
the	O
end	O
of	O
jhumki	O
,	O
make	O
it	O
a	O
superb	O
creation	O
.	O
.	O
.	O
.	O
.	O
.	O
drop	O
dangl	O
ear	O
.	O
perfect	O
fit	O
for	O
festiv	O
parti	O
religi	O
function	O
engag	O
annual	O
day	O
get	O
togeth	O
etc	O
.	O
.	O
.	O
.	O
.	O
.	O
stay	O
ahead	O
In	O
fashion	O
with	O
tanya	B_BRAND
fashion	I_BRAND
jewelri	I_BRAND
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
we	O
believ	O
that	O
excel	O
is	O
not	O
a	O
destin	O
but	O
a	O
journey	O
and	O
we	O
alway	O
strive	O
to	O
exceed	O
our	O
custom	O
?	O
expect	O
and	O
provid	O
the	O
most	O
innov	O
product	O
.	O
At	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
we	O
are	O
dedic	O
to	O
a	O
high	O
standard	O
of	O
profession	O
and	O
compet	O
with	O
an	O
aim	O
to	O
provid	O
premium	O
qualiti	O
product	O
and	O
ensur	O
100	O
satisfact	O
to	O
our	O
custom	O
.	O
We	O
are	O
manufactur	O
of	O
high	O
end	O
jewelri	O
,	O
imit	O
and	B_BRAND
fashion	I_BRAND
jewelri	I_BRAND
and	O
have	O
more	O
than	O
2	B_SALES_PACKAGE
decad	O
of	O
experi	O
in	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
our	O
product	O
go	O
through	O
strict	O
qualiti	O
test	O
via	O
our	O
expert	O
and	O
the	O
product	O
are	O
despatch	O
under	O
the	O
guidanc	O
and	O
advis	O
of	O
the	O
websit	O
e	O
commerc	O
portal	O
.	O
We	O
ensur	O
correct	O
procedur	O
for	O
pack	O
,	O
packag	O
and	O
despatch	O
of	O
good	O
to	O
our	O
custom	O
,	O
so	O
that	O
they	O
enjoy	O
shop	O
?	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
?	O
product	O
,	O
perhap	O
that	O
is	O
the	O
reason	O
whi	O
we	O
have	O
repeat	O
custom	O
and	O
our	O
custom	O
stick	O
with	O
us	O
and	O
advis	O
our	O
brand	O
to	O
their	O
famili	O
and	O
friend	O
.	O
If	O
you	O
like	O
our	O
brand	O
and	O
our	O
servic	O
,	O
pleas	O
suggest	O
?	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
?	O
to	O
your	O
friend	O
and	O
famili	O
and	O
leav	O
posit	O
feedback	O
to	O
help	O
other	O
on	O
flipkart	O
.	O
If	O
you	O
have	O
a	O
problem	O
,	O
pleas	O
feel	O
free	O
to	O
write	O
to	O
us	O
and	O
we	O
will	O
person	O
get	O
in	O
touch	O
with	O
you	O
and	O
help	O
you	O
with	O
your	O
concern	O
.	O
We	O
also	O
undertak	O
bulk	O
order	O
on	O
flipkart	O
for	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
stun	O
drop	O
dangl	O
ear	O
.	O
gold	O
color	O
base	O
with	O
maroon	O
white	O
stone	O
.	O
beauti	O
pair	O
of	O
maroon	O
stone	O
On	O
the	O
lobe	O
look	O
'fabulous'	O
add	O
drop	O
of	O
maroon	O
stone	O
give	O
a	O
gorgeou	O
look	O
.	O
perfect	O
fit	O
for	O
parti	O
religi	O
function	O
regular	O
wear	O
work	O
wear	O
colleg	O
wear	O
christma	O
gift	O
out	O
annual	O
day	O
get	O
togeth	O
or	O
just	O
'flaunt'	O
it	O
!	O
!	O
!	O
stay	O
ahead	O
In	O
fashion	O
with	O
tanya	B_BRAND
fashion	I_BRAND
jewelri	I_BRAND
.	O
At	O
,	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
we	O
believ	O
that	O
excel	O
is	O
not	O
a	O
destin	O
but	O
a	O
journey	O
and	O
we	O
alway	O
strive	O
to	O
exceed	O
our	O
custom	O
?	O
expect	O
and	O
provid	O
the	O
most	O
innov	O
product	O
.	O
At	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
we	O
are	O
dedic	O
to	O
a	O
high	O
standard	O
of	O
profession	O
and	O
compet	O
with	O
an	O
aim	O
to	O
provid	O
premium	O
qualiti	O
product	O
and	O
ensur	O
100	O
satisfact	O
to	O
our	O
custom	O
.	O
We	O
are	O
manufactur	O
of	O
high	O
end	O
jewelri	O
,	O
imit	O
and	B_BRAND
fashion	I_BRAND
jewelri	I_BRAND
and	O
have	O
more	O
than	O
2	O
decad	O
of	O
experi	O
in	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
our	O
product	O
go	O
through	O
strict	O
qualiti	O
test	O
via	O
our	O
expert	O
and	O
the	O
product	O
are	O
despatch	O
under	O
the	O
guidanc	O
and	O
advis	O
of	O
the	O
websit	O
e	O
commerc	O
portal	O
.	O
We	O
ensur	O
correct	O
procedur	O
for	O
pack	O
,	O
packag	O
and	O
despatch	O
of	O
good	O
to	O
our	O
custom	O
,	O
so	O
that	O
they	O
enjoy	O
shop	O
?	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
?	O
product	O
,	O
perhap	O
that	O
is	O
the	O
reason	O
whi	O
we	O
have	O
repeat	O
custom	O
and	O
our	O
custom	O
stick	O
with	O
us	O
and	O
advis	O
our	O
brand	O
to	O
their	O
famili	O
and	O
friend	O
.	O
If	O
you	O
like	O
our	O
brand	O
and	O
our	O
servic	O
,	O
pleas	O
suggest	O
?	O
tanya	B_BRAND
fashion	I_BRAND
jewelleri	I_BRAND
?	O
to	O
your	O
friend	O
and	O
famili	O
and	O
leav	O
posit	O
feedback	O
to	O
help	O
other	O
on	O
flipkart	O
.	O
If	O
you	O
have	O
a	O
problem	O
,	O
pleas	O
feel	O
free	O
to	O
write	O
to	O
us	O
and	O
we	O
will	O
person	O
get	O
in	O
touch	O
with	O
you	O
and	O
help	O
you	O
with	O
your	O
concern	O
.	O
We	O
also	O
undertak	O
bulk	O
order	O
on	O
flipkart	O
for	O
imit	O
jewelri	O
and	O
fashion	O
acc	O
.	O
laurenita	B_MODEL_NAME
diamond	B_GEMSTONE
ear	O
white	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
14k	O
thi	O
ear	O
is	O
design	B_COLLECTION
intric	O
and	O
is	O
a	O
blend	O
of	O
modern	O
eleg	O
and	O
chic	O
ethnic	O
which	O
produc	O
a	O
dazzl	O
shower	O
of	O
light	O
to	O
grace	O
up	O
everi	O
special	O
occas	O
.	O
set	O
of	O
three	O
stud	O
ear	O
.	O
A	O
pair	O
of	O
black	B_COLOR
and	O
white	O
stud	O
ear	O
with	O
a	O
floral	O
detail	O
,	O
ha	O
enamel	B_PLATING
inlay	O
and	O
bead	O
,	O
secur	O
with	O
a	O
post	O
and	O
back	B_COLOR
closur	O
.	O
A	O
pair	O
of	O
white	O
circular	O
stud	O
ear	O
with	O
a	O
stone	O
,	O
secur	O
with	O
a	O
post	O
and	O
back	B_COLOR
closur	O
.	O
A	O
pair	O
of	O
gold	O
tone	O
and	O
off	O
white	O
floral	O
stud	O
ear	O
,	O
ha	O
a	O
bead	O
detail	O
,	O
secur	O
with	O
a	O
post	O
and	O
back	B_COLOR
closur	O
.	O
look	O
stylish	O
and	O
trendi	O
with	O
these	O
cool	O
ear	O
from	O
kook	B_BRAND
N	I_BRAND
keech	I_BRAND
.	O
team	O
them	O
with	O
a	O
print	O
dress	O
,	O
a	O
handbag	O
and	O
heel	O
to	O
turn	O
head	O
wherev	O
you	O
go	O
.	O
metal	B_BASE_MATERIAL
,	O
stone	O
,	O
enamel	B_PLATING
and	O
bead	O
.	O
wipe	O
with	O
a	O
clean	O
cotton	O
swab	O
when	O
need	O
?	O
made	O
in	O
korea	O
?	O
swarovski	O
element	O
?	O
nickel	O
and	O
lead	O
free	O
?	O
acryl	O
?	O
pearl	O
?	O
made	O
of	O
steel	O
white	B_PEARL_COLOR
pearl	O
with	O
swarovski	O
element	O
and	O
blue	O
acryl	O
petal	O
in	O
golden	O
finish	O
.	O
secur	O
with	O
a	O
post	O
and	O
back	O
closur	O
.	O
it	O
nickel	O
and	O
lead	O
free	O
!	O
most	O
of	O
the	O
skin	O
allergi	O
and	O
irrit	O
are	O
caus	O
due	O
to	O
nickel	O
and	O
lead	O
use	O
in	O
jewelleri	O
make	O
.	O
our	O
jewelleri	O
is	O
nickel	O
and	O
lead	O
free	O
.	O
thu	O
,	O
it	O
should	O
not	O
harm	O
you	O
.	O
look	O
glamor	O
by	O
wear	O
these	O
